VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
XBB	386	2023-08-20	47	9	8325	276.1201532	255411.1417	1.683908537	-0.177678987	0.071575881	-0.316873659	-0.027010703	0.821409639	-0.765758881	GA8
BA.4/5	16	2022-06-19	10	9	27847	593.607602	1836687.877	0.61203092	-0.202322486	0.001139072	0.035367875	-0.002801605	0.046113995	-0.653148746	GA0
Alpha	492	2021-02-28	16	18	28279	993.9290058	1561517.686	0.462421861	0.303788688	-0.231093734	0.087673306	-0.000192078	0.23699623	-0.39988647	GA2
WT	1152	2021-05-09	67	10	10588	921.3427488	975517.7025	1.969181352	-0.828726654	-0.235142255	-0.337318362	0.064971909	0.943785045	-0.870091469	GA9
BA.2	2722	2022-04-10	17	8	58888	918.5762484	6761639.764	0.290046261	0.141880746	-0.005387632	-0.084215843	-0.002209768	0.631865764	-0.179397237	GA6
XBB	1281	2023-03-12	24	5	10362	282.0803861	584583.3921	0.411219139	0.164275051	0.022701842	0.017815991	0.002833594	0.354390136	0.189812669	GA3
Alpha	81	2021-01-31	12	11	19146	986.4916896	1717033.626	0.340465129	0.205193349	0.006579318	0.199123966	-0.000620418	0.144327018	0.98500527	GA1
BA.1	333	2022-02-20	13	31	69745	3736.571289	8406682.728	0.359404872	0.248713801	0.052813115	-0.055441148	0.005654937	0.865301287	0.793179365	GA8
Alpha	56	2021-06-20	32	72	10755	6496.358912	970393.6125	0.447618614	0.177382718	0.014825898	-0.053980937	-0.003530581	0.962099041	-0.685255586	GA9
XBB	302	2022-12-04	10	7	2218	532.2011523	168631.7366	0.887149489	-0.099812265	-0.073253406	0.037306313	-0.023685271	0.036487195	-0.848331652	GA0
Alpha	8	2021-06-06	30	271	18573	22472.84063	1540177.377	0.348058265	0.079883108	0.018318298	0.122981697	-0.003671931	0.926524643	-0.341202108	GA9
XBB	845	2023-04-02	27	1	9645	63.20511562	609613.3402	0.78771566	0.404512315	0.274345833	-0.215171089	0.006765351	0.444731837	0.018485815	GA4
XBB	429	2023-01-29	18	5	6741	349.9202737	471762.513	0.434976159	0.23145394	0.063702935	-0.014452812	0.004666018	0.17905872	-0.242858613	GA1
BQ.1	22	2022-10-16	6	8	3034	691.6219487	262297.624	0.417823215	0.311166341	0.003060487	0.446662708	0.073134162	0.03627617	0.770709351	GA0
WT	1147	2020-06-28	22	3	4556	771.572494	1171761.428	0.179670961	0.019258616	-0.021574907	-0.106990174	-0.00056808	0.084918745	-0.40925264	GA0
XBB	1061	2023-05-07	32	9	7909	634.2577437	557371.6106	1.180126897	-0.439054406	-0.210646066	0.075484068	-0.000259055	0.601525526	-0.672861933	GA6
BQ.1	6	2022-11-27	12	2	13509	166.4455347	1124256.364	0.469559791	0.318102249	0.005043298	0.115034872	0.056664407	0.246422095	1	GA2
Alpha	26	2021-05-02	25	9	48444	805.0820808	4333488.48	0.405696055	-0.400850337	0.008913793	0.058077813	-0.001975137	0.693154342	0.422361552	GA6
BA.4/5	856	2022-07-24	15	3	62051	310.7066123	6426552	0.344817984	0.169075998	0.003095369	0.109858017	-0.006769835	0.301421338	1	GA3
XBB	846	2023-06-11	37	3	5082	124.6489061	211155.247	0.791015708	-0.068556465	0.072591937	0.105981174	0.000239252	0.688072843	-0.329689402	GA6
BA.2	700	2022-06-26	28	1	18261	75.02792268	1370084.896	0.939561506	0.173795928	-0.077276859	-0.162960623	-0.031753225	0.920494197	1	GA9
Delta	542	2021-07-18	19	48	45557	3073.833775	2917388.444	0.585721841	0.185500787	0.005839711	0.26246119	-0.001050424	0.13893393	-0.229726639	GA1
WT	183	2021-05-23	69	24	7578	2214.14085	699114.9734	2.01331726	0.870612256	0.068749588	-0.660462335	0.101020319	0.956925642	-0.077877622	GA9
Alpha	66	2021-05-30	29	15	25245	1304.069257	2194748.56	0.384595499	0.112862562	0.015698733	-0.457911236	-0.003436607	0.901282249	-0.957773694	GA9
Delta	756	2021-09-05	26	27	94304	1210.837911	4229142.901	0.675054186	-0.314913885	0.007254455	-0.601549004	-0.000824425	0.405069965	-0.144852982	GA4
WT	470	2021-06-13	72	5	5726	402.6058084	461064.1718	1.796569061	0.664106266	0.005546969	-0.597525653	0.075562192	0.970182321	-0.148699517	GA9
BA.4/5	479	2022-05-29	7	9	5834	521.5193685	338060.444	0.610494314	0.393356385	0.002758857	0.025352427	-0.002208318	0.009290283	-0.480461011	G0
BA.4/5	341	2022-09-18	23	36	38764	2691.949322	2898631.209	0.320482297	0.019772077	0.005868041	-0.333821992	-0.02727136	0.70374051	-0.112354913	GA7
Delta	677	2021-10-10	31	31	76686	1201.882666	2973147.553	0.50812239	0.201149925	0.158821542	0.173743675	-0.000932536	0.565892129	-0.321195052	GA5
XBB	327	2023-10-22	56	24	8268	390.7971618	134629.6223	1.612669144	0.522924405	-1.079296872	0.20365845	0.020569969	0.912537819	-0.768153305	GA9
BA.4/5	265	2022-08-28	20	5	43981	512.4160112	4507313.718	0.711280671	0.490189113	-0.235345924	0.145302958	0.154945769	0.598076594	-0.119037608	GA5
Alpha	290	2021-06-20	32	7	10820	631.5904498	976258.381	0.428920718	0.141173526	0.014825898	-0.069771156	-0.003530647	0.962099041	0.093694013	GA9
BA.4/5	462	2022-08-28	20	1	43985	102.4832022	4507723.651	0.756199415	0.004564449	0.004681262	0.309700493	0.133121355	0.598076594	1	GA5
BA.2	283	2022-04-17	18	57	56363	5564.537908	5502351.756	0.382018498	0.20668415	-0.011239631	-0.201781412	-0.003796669	0.679511404	0.572003827	GA6
XBB	111	2022-11-13	7	2	982	140.6274474	69048.07668	0.422703002	0.208204627	-0.005584981	-0.00186376	0.004662388	0.017360193	-0.228948216	GA0
Alpha	136	2021-04-25	24	40	48533	3538.509223	4293361.703	0.262510737	0.043122218	0.012522595	-0.293479507	-0.001629759	0.623139987	1	GA6
WT	270	2021-03-14	59	5	17021	262.4538087	893445.2555	3.210671485	2.227781051	0.242858072	-0.34510988	0.264404174	0.870879968	0.195300176	GA8
Delta	627	2021-10-24	33	1	83267	36.03426007	3000464.733	0.918843734	0.398900168	-0.283087019	-0.013351721	0.089293844	0.621494092	1	GA6
BA.2	740	2022-06-05	25	6	38650	344.8502338	2221410.256	0.558260257	0.386419416	0.052017357	0.107503246	0.02844392	0.876799702	-0.817580586	GA8
BQ.1	220	2022-11-27	12	10	13501	832.2276735	1123590.582	0.656703078	0.505756843	0.005043298	-0.209918522	0.056698943	0.246422095	0.373621584	GA2
XBB	20	2023-09-24	52	8	11577	95.95380857	138857.1552	1.323064545	0.333399414	-0.502313682	0.26537436	0.025232619	0.882431131	1	GA8
WT	411	2020-05-10	15	4	4651	497.5987973	578583.0015	0.289212736	0.162218514	0.007626208	-0.077150788	-0.000628247	0.032739457	-0.317278259	GA0
XBB	386	2023-09-10	50	12	11290	248.3252394	233632.6627	1.750952008	-0.24700649	0.074589622	-0.3328917	-0.03584382	0.866505698	-0.901810021	GA8
WT	397	2020-04-19	12	4	7449	280.4974991	522356.4677	0.46093453	0.371624823	-0.885856125	0.439961477	0.057545084	0.018307172	-0.851761797	GA0
XBB	364	2023-07-30	44	11	5960	756.8011876	410048.6435	0.924794319	-0.246724286	0.003906512	-0.077213174	-0.008416199	0.769733077	-0.630615838	GA7
Delta	803	2021-07-04	17	1	30956	67.66495878	2094636.464	0.720957594	0.495458973	0.005572245	0.329356742	-0.001131987	0.087646876	1	GA0
BA.2	745	2022-06-05	25	5	38651	287.3751948	2221467.731	0.603623065	-0.036902655	0.172038478	-0.056656148	-0.022070898	0.876799702	1	GA8
WT	655	2020-09-13	33	1	7435	270.0743524	2008002.81	0.779658565	0.508162762	-0.046183432	-0.782139278	-0.000958438	0.251701561	-0.849020089	GA2
Delta	222	2021-10-24	33	25	83243	900.8565017	2999599.911	0.480057733	-0.042664477	-0.023092532	-0.054435463	-0.001111102	0.621494092	0.665283613	GA6
WT	247	2021-05-09	67	26	10572	2395.491147	974043.5541	2.474120915	1.18557167	0.115238507	-0.334446456	0.146737803	0.943785045	-0.130670673	GA9
XBB	1368	2023-10-08	54	2	9743	30.86017745	150335.3544	2.389373847	0.238071155	-0.162571841	-0.118563808	0.022200171	0.898051025	0.66386488	GA8
Delta	965	2021-05-02	8	2	1969	178.9071291	176134.0686	0.86103578	0.110039202	0.006524607	0.314276134	-0.001350016	0.004825549	1	G0
XBB	770	2023-09-03	49	15	10355	446.6600111	308344.2944	1.236250718	-0.404148338	0.32745359	0.060353183	0.004056934	0.854325945	-0.041635663	GA8
XBB	82	2023-09-17	51	77	11007	1159.126797	165694.9176	1.4600065	-0.169877283	0.345685954	0.091164064	-0.004586954	0.875194909	-0.4561072	GA8
XBB	1365	2023-11-19	60	3	7698	67.86256028	174135.3297	1.725020703	0.093498522	-0.338251456	0.295929607	-0.015789884	0.944282589	1	GA9
WT	23	2020-10-11	37	81	11242	16905.76661	2346353.435	0.349602057	-0.052364643	-0.035379316	0.259257974	-0.001136999	0.327325769	-0.3515567	GA3
Delta	112	2021-04-11	5	1	510	72.59061058	37021.2114	0.672677354	0.470828347	0.002915851	0.086091807	-0.000628352	0.00128	-0.434354433	G0
WT	41	2021-02-14	55	381	20435	26192.78968	1404854.743	0.727779073	-0.226282642	-0.066290354	-0.129298033	-0.034740865	0.835231382	-0.033496665	GA8
BA.4/5	816	2022-08-21	19	4	44299	450.8474303	4993022.579	0.347451758	0.135184468	0.004972801	-0.355317213	-0.013064184	0.55038513	0.050659273	GA5
WT	613	2020-12-13	46	6	21378	1114.063441	3969408.04	1.073532794	0.664639658	0.02272166	-0.362435	0.086521076	0.611393811	1	GA6
WT	472	2020-08-30	31	3	6651	853.6938561	1892639.279	0.401685931	0.116015664	-0.049278629	-0.246349851	-0.000949326	0.217482951	0.417278536	GA2
BA.2	626	2022-11-27	50	1	2346	83.22276735	195240.6122	1.658038707	0.332935684	0.388876333	-0.423052968	0.091169776	0.968070179	1	GA9
WT	926	2020-11-15	42	6	18404	1263.077675	3874280.255	0.469926553	-0.023972542	-0.050411733	-0.201270457	-0.00230806	0.473410341	0.672345551	GA4
Alpha	30	2021-05-02	25	13	48440	1162.896339	4333130.666	0.36306872	0.140740048	0.008913793	0.187819928	-0.001975136	0.693154342	0.832875928	GA6
Delta	749	2021-07-11	18	9	40101	574.2457859	2558647.807	0.452388131	0.25444142	0.005887809	0.53062074	-0.001141683	0.111599891	0.388325023	GA1
BA.1	112	2022-02-20	13	16	69760	1928.552923	8408490.746	0.523550838	0.036629032	-0.107207063	0.028097744	-0.01091928	0.865301287	-0.834480964	GA8
BQ.1	219	2023-01-22	20	4	8617	361.8517561	779519.1456	0.439356137	0.168043603	0.006283494	0.121923857	0.03286399	0.886518481	-0.141893289	GA8
BA.1	324	2022-01-02	6	11	53523	1615.093298	7858603.509	1.221230063	-0.45223405	0.091953534	0.295614636	-0.013265042	0.090019569	-0.116368144	GA0
WT	88	2020-08-23	30	2	6370	583.6416288	1858898.588	0.340714931	0.047966875	-0.062258318	-0.651515372	-0.001045263	0.201065043	0.545930183	GA2
Delta	532	2021-05-09	9	1	3185	92.13427488	293447.6655	0.576069327	0.295370755	0.009657878	-0.229877135	-0.001605235	0.007572932	0.036102161	G0
Delta	868	2021-07-25	20	1	63743	53.98897397	3441419.168	0.634975429	-0.277360175	0.006027077	-0.385063786	-0.000955862	0.171144366	0.971778305	GA1
XBB	829	2023-02-19	21	3	9955	167.7024123	556492.5048	0.360498922	0.16666046	0.028766821	0.1394208	0.004024715	0.260707473	-0.012011067	GA2
Delta	655	2021-08-22	24	7	116066	259.3247583	4299826.771	0.401157994	0.022543407	0.006619369	-0.078444428	-0.000545632	0.323999739	0.181432139	GA3
XBB	21	2022-12-11	11	28	2557	2465.747703	225175.6028	0.756117668	-0.290788472	-0.093376081	0.099647602	-0.024602952	0.048342008	-0.765526182	GA0
WT	625	2021-01-03	49	10	20663	1683.341517	3478288.576	0.831139911	0.242129288	-0.04998307	0.003505176	-0.011349851	0.703897193	-0.385478889	GA7
BA.1	51	2021-12-26	5	1	33013	105.3222356	3477002.964	0.335179037	0.061279908	-0.058788696	-0.016318301	-0.005585085	0.033567238	1	GA0
WT	51	2020-10-04	36	154	9004	36989.19646	2162667.045	0.275886127	-0.089386035	-0.036582223	-0.270220435	-0.001033367	0.306834659	-0.940744364	GA3
XBB	1079	2023-07-23	43	3	4956	149.4597055	246907.4336	1.161536176	0.007354729	0.035048607	-0.138886521	-0.006024565	0.748339678	0.2711634	GA7
Delta	53	2021-07-18	19	55	45550	3522.101201	2916940.176	0.651750377	-0.084886474	0.005839711	0.242642444	-0.001050408	0.13893393	0.083627804	GA1
BQ.1	270	2023-01-15	19	7	11228	683.7990914	1096813.743	0.924729299	0.685021977	0.00681887	0.181801415	0.03510494	0.845208889	1	GA8
BA.4/5	838	2022-10-02	25	8	30395	707.1565765	2686753.018	0.527113356	0.171869499	0.008643226	0.018779002	-0.036106539	0.762127686	-0.589647355	GA7
WT	746	2020-10-04	36	2	9156	480.3791749	2199175.862	0.450902804	0.082080403	-0.036582223	0.09377102	-0.001033367	0.306834659	0.599723697	GA3
XBB	383	2023-07-23	43	12	4947	597.8388222	246459.0544	1.120357894	-0.023350533	0.025043356	0.073511415	-0.006015104	0.748339678	-0.279946414	GA7
XBB	835	2023-07-16	42	1	4783	41.97335971	200758.5795	1.19612079	0.236551394	0.376080702	-0.076194238	0.015619242	0.735473767	0.191768489	GA7
BA.2	1364	2022-05-08	21	3	47155	221.1535858	3476165.78	0.629757557	0.499107299	0.087894525	0.194672919	0.042391728	0.782166407	1	GA7
WT	684	2021-01-03	49	3	20670	505.0024551	3479466.915	0.401514115	-0.197428581	-0.04998307	0.435794171	-0.011349851	0.703897193	0.326835224	GA7
WT	417	2021-04-25	65	13	12492	1150.015497	1105076.43	2.592656337	1.260839062	0.144080898	0.029894774	0.154927771	0.925778448	-0.090868312	GA9
BQ.1	148	2022-11-13	10	2	9764	140.6274474	686543.1983	0.615673969	0.052528174	0.006573828	-0.310492297	-0.088310398	0.1397126	-0.639405209	GA1
WT	601	2020-08-30	31	5	6649	1422.823093	1892070.15	0.37553813	0.08981261	-0.189383798	0.093623309	0.034093917	0.217482951	-0.272878376	GA2
Alpha	275	2021-03-28	20	4	49841	225.634395	2811460.971	0.391426969	0.204034743	-0.131432841	-0.017978582	0.003678194	0.384909028	1	GA3
Delta	413	2021-08-01	21	17	82375	787.0879647	3813904.182	0.601331029	0.376742916	0.00668026	0.081451327	-0.000853918	0.206847934	1	GA2
WT	1230	2020-06-28	22	4	4555	1028.763325	1171504.237	0.366445528	0.206361179	-0.021574907	-0.065986839	-0.00056808	0.084918745	-0.416235282	GA0
Delta	827	2021-11-14	36	10	106334	329.4209284	3502864.5	0.641198207	0.084938592	0.006653502	-0.261488996	-0.001450782	0.713780976	1	GA7
Delta	674	2021-06-06	13	5	11899	414.6280559	986731.8475	0.42992764	0.275942223	0.007086694	0.182489876	-0.001289536	0.032392352	-0.755951207	GA0
XBB	328	2023-07-02	40	2	4183	84.95315437	177679.5224	1.150902981	0.228830146	0.38749227	0.153107673	0.017331555	0.71582618	1	GA7
Delta	652	2021-11-07	35	15	96723	505.0981344	3256973.79	0.607330573	0.281724514	0.867040095	0.371627453	-0.001332642	0.680992865	1	GA6
BA.2	111	2022-12-25	54	16	3323	1539.90246	319818.4922	1.509042883	0.089573408	0.298958306	-0.550073499	0.073555112	0.978057881	-0.171292486	GA9
Delta	83	2021-12-05	39	7	117003	249.440943	4169334.094	0.865708269	-0.351392018	0.005529955	-0.362232837	-0.001651352	0.826093234	-0.58497753	GA8
BA.4/5	147	2022-08-28	20	9	43977	922.3488202	4506903.785	0.529052205	-0.435155827	0.004681262	-0.022704484	-0.015097005	0.598076594	-0.189814118	GA5
WT	676	2020-04-12	11	2	8509	116.8750586	497244.9368	0.151109523	0.065024059	0.002054988	0.05625882	-0.000128911	0.013775544	-0.123134511	GA0
BA.1	752	2022-02-13	12	9	77840	1433.255308	12396065.91	0.359413316	-0.098165325	-0.103594523	0.021425546	-0.010082992	0.804897398	-0.163706319	GA8
Delta	264	2021-05-30	12	1	9517	86.93795048	827388.4747	0.363889216	0.230445487	0.005773272	0.371419388	-0.000770324	0.023153163	-0.401241632	GA0
BA.1	665	2022-02-20	13	29	69747	3495.502174	8406923.797	0.63646282	0.169637952	-0.057186312	-0.138066645	-0.010858823	0.865301287	0.495540498	GA8
BA.2	1370	2022-01-23	6	5	10236	940.4623109	1925314.443	0.628392906	-0.006548954	-0.025535855	-3.265896875	-0.000197421	0.035146518	-0.733858323	GA0
BA.4/5	581	2022-09-11	22	24	35297	2236.647911	3289456.721	0.413182516	0.144111585	0.005545143	0.126041831	-0.022170941	0.673045371	-0.099849994	GA6
WT	72	2021-06-06	71	7	6143	580.4792783	509412.0295	3.1716303	0.092983846	0.905457446	0.463992421	0.028604323	0.966181081	1	GA9
Delta	253	2021-11-21	37	148	101332	5526.733983	3784020.324	0.498663158	-0.078431995	0.006557253	-0.322916595	-0.001551177	0.749249206	0.338668085	GA7
WT	474	2020-08-23	30	8	6364	2334.566515	1857147.663	0.42919852	0.136855182	-0.062258318	-0.068730226	-0.001045263	0.201065043	-0.570429805	GA2
WT	293	2020-08-16	29	1	6888	267.632981	1843455.973	0.451798015	0.18165578	0.176987952	0.052176179	0.01256577	0.184942032	1	GA1
Delta	244	2021-08-29	25	37	95254	1720.668925	4429745.887	0.432950535	-0.025103637	0.007443305	-0.19048553	-0.000663031	0.365476009	0.221741467	GA3
WT	1301	2020-09-27	35	4	9719	867.5258742	2107870.993	0.356021221	-0.008659111	-0.037705441	-0.44668922	-0.000851133	0.287762101	-0.388286413	GA2
BA.4/5	43	2022-08-14	18	109	44031	14080.52689	5687886.97	0.544534918	0.336351441	-0.235499031	0.18769265	0.158666401	0.497555662	1	GA4
Delta	874	2021-11-07	35	5	96733	168.3660448	3257310.522	0.556327654	0.046082921	0.0069068	0.256694877	-0.001332683	0.680992865	0.304732859	GA6
BA.1	102	2021-12-12	3	12	4199	496.9408003	173887.8684	0.499010903	0.318613704	-0.015174543	-0.085056146	-0.003733593	0.001761116	-0.82801447	G0
XBB	1535	2023-08-20	47	9	8325	276.1201532	255411.1417	1.487465085	-0.129270089	0.071502395	0.104426292	-0.018415928	0.821409639	-0.558186864	GA8
BA.4/5	28	2022-10-23	28	180	24034	15440.42715	2061640.145	0.627091109	0.186537708	-0.090663216	0.069512509	0.107001372	0.836044905	-0.14417539	GA8
WT	587	2021-07-18	77	2	5251	128.0764073	336264.6074	2.741413198	-1.334084607	-0.43709309	0.325286351	-0.254524498	0.985886937	-0.214518013	GA9
Delta	968	2021-08-22	24	60	116013	2222.783642	4297863.312	0.543762805	0.351446075	0.006619369	0.222755205	-0.000545585	0.323999739	-0.076312922	GA3
Alpha	263	2021-03-21	19	12	45605	649.8468698	2469688.875	0.326207045	0.153592042	0.007320078	-0.318411492	-0.001408016	0.339490225	-0.103052609	GA3
BA.1	334	2022-02-06	11	52	87488	9649.644164	16235155.17	0.526080578	0.421088613	0.064637875	0.024320266	0.007381788	0.715858179	-0.125740481	GA7
BQ.1	166	2023-01-22	20	5	8616	452.3146951	779428.6827	0.543374793	0.272392609	0.006283494	-0.132652169	0.032868144	0.886518481	0.986095535	GA8
Alpha	119	2021-03-07	17	11	31787	615.9577901	1779950.025	0.286988995	0.125026504	0.006106044	0.148864782	-0.000598158	0.265758744	0.200880312	GA2
Delta	845	2021-08-29	25	3	95288	139.5136967	4431327.042	0.478801981	0.02010043	0.007443305	-0.301766213	-0.000663076	0.365476009	-0.333845083	GA3
Delta	32	2021-09-12	27	230	82482	10990.59838	3941419.722	0.482097422	0.229913765	0.00690178	0.233752637	-0.000813584	0.442062513	0.288744319	GA4
Alpha	14	2021-01-31	12	25	19132	2242.026567	1715778.091	0.281796374	0.14695739	0.006579318	-0.083632946	-0.000620413	0.144327018	0.37599985	GA1
Alpha	1	2021-03-21	19	30060	15557	1627866.409	842472.3128	0.094856154	-0.077956319	0.007320078	0.026408569	-0.001383186	0.339490225	-0.17621666	GA3
Alpha	266	2021-05-09	26	4	43912	368.5370995	4045800.279	0.268487343	0.038598364	0.009462383	0.407391703	-0.002300948	0.758514451	1	GA7
WT	204	2020-10-11	37	17	11306	3548.123857	2359711.078	0.80194574	0.492670259	-0.035379316	0.164880183	-0.001136999	0.327325769	-0.613730308	GA3
XBB	91	2023-07-23	43	36	4923	1793.516466	245263.3768	0.906216857	-0.242519806	0.025043356	-0.047889796	-0.005989708	0.748339678	-0.521181032	GA7
XBB	1393	2023-08-13	46	4	7524	193.5497713	364067.1199	1.858310526	0.156759262	-0.262010906	-0.195979839	-0.010398669	0.808094286	-0.002151216	GA8
Delta	28	2021-10-31	34	327	90063	11213.19365	3088360.426	0.468927319	-0.058716322	0.006802633	0.075366519	-0.001490214	0.650504522	-0.018052168	GA6
BQ.1	50	2022-10-16	6	1	3041	86.45274359	262902.7932	0.504641255	0.394974831	0.003060487	0.066336755	0.072963145	0.03627617	0.825293649	GA0
XBB	427	2023-06-18	38	5	4934	194.5806814	192012.2164	1.405183191	0.414069566	-0.203152682	0.141254973	-0.000873586	0.698082341	-0.544454774	GA6
Delta	397	2021-09-05	26	82	94249	3677.359581	4226676.38	0.610421924	0.363162207	0.007254455	0.286409806	-0.000824374	0.405069965	0.321199523	GA4
BA.2	641	2022-03-20	14	139	78788	16871.32462	9563006.647	0.265210268	0.189911149	-9.52E-05	-0.033880763	0.0002305	0.420524996	-0.722101628	GA4
Alpha	30	2021-06-20	32	13	10814	1172.953692	975717.0177	0.396517683	0.107602497	0.014825898	0.195385725	-0.003530641	0.962099041	1	GA9
Delta	804	2021-11-07	35	30	96708	1010.196269	3256468.692	0.592628136	0.267907064	0.0069068	0.138606928	-0.00133258	0.680992865	-0.431166856	GA6
XBB	260	2023-10-15	55	12	8690	197.4185771	142963.9529	1.54934916	0.052106152	0.176673173	0.027915985	-0.02558027	0.905506399	-0.457729547	GA9
BA.2	26	2023-02-26	63	3	1902	174.8480811	110853.6834	1.705319464	0.842599558	-0.422382349	0.465987488	0.015465429	0.99362388	1	GNintyNine
BA.2	329	2022-07-03	29	27	14413	2139.739848	1142224.831	0.864631923	0.066109586	0.018894547	0.08511591	0.109949295	0.9303934	-0.866383084	GA9
Delta	73	2021-08-22	24	12	116061	444.5567285	4299641.539	0.510122843	0.153672557	0.006619369	-0.411677435	-0.000545628	0.323999739	-0.706860125	GA3
XBB	372	2023-05-14	33	3	7363	192.3213573	472020.7179	0.877389949	0.2683846	0.390890182	0.094023812	0.020937248	0.62611683	1	GA6
Delta	639	2021-10-24	33	2	83266	72.06852014	3000428.699	0.712683703	0.18949324	0.006916463	-0.069351872	-0.001393364	0.621494092	-0.080795518	GA6
Delta	654	2021-11-28	38	28	94097	1202.012925	4039493.221	0.540477425	0.167613787	0.005705498	-0.008980458	-0.001163766	0.787068056	-0.377771861	GA7
WT	1300	2020-06-07	19	3	3246	761.8803077	824354.4929	0.437051869	0.295079599	0.006995999	-0.088961157	-0.000355339	0.057788409	-0.688334737	GA0
Delta	100	2021-10-31	34	61	90329	2091.757836	3097481.862	0.48768053	-0.045611172	0.006802633	-0.179046695	-0.001490616	0.650504522	0.359900158	GA6
BA.4/5	201	2022-12-25	37	7	10780	673.7073263	1037509.282	0.678224681	0.257347159	0.009822935	0.137086442	0.046386559	0.964353149	0.653640007	GA9
BA.1	167	2021-12-26	5	1	33013	105.3222356	3477002.964	0.365486765	0.091589472	-0.058788696	0.098985191	-0.005585085	0.033567238	0.603221518	GA0
BA.1	458	2022-01-30	10	15	91466	3202.92849	19530603.82	0.766443485	-0.389853431	0.067838997	0.039057769	0.008314004	0.599187494	-0.065308904	GA5
Delta	42	2021-09-05	26	1	94330	44.84584855	4230308.894	0.492495088	0.034157059	0.007254455	-0.647715342	-0.000824449	0.405069965	1	GA4
Delta	412	2021-11-07	35	104	96634	3502.013732	3253976.874	0.555292345	0.020474603	0.0069068	-0.102016474	-0.001332278	0.680992865	0.064513554	GA6
Delta	271	2021-11-21	37	8	101472	298.7423774	3789248.315	0.489665565	-0.088359921	0.006557253	-0.40163754	-0.001551266	0.749249206	1	GA7
BA.4/5	792	2022-12-11	35	5	13765	440.3120899	1212179.183	1.057176991	0.365660126	0.050883697	-3.082281631	0.109852141	0.940994742	0.059340295	GA9
Delta	712	2021-05-16	10	2	3311	195.0619089	322924.9902	0.43425577	0.215648158	0.004243888	-0.234888176	-0.001105555	0.010597172	-0.932191895	GA0
BA.2	315	2022-05-08	21	15	47143	1105.767929	3475281.166	0.404110774	0.049885242	-0.032111413	-0.015523237	-0.012213754	0.782166407	-0.465308369	GA7
Delta	99	2021-10-10	31	22	76695	852.9489888	2973496.486	0.56850991	0.109169735	0.008761031	-0.687663633	-0.001080474	0.565892129	-0.999031531	GA5
Alpha	41	2021-06-20	32	28	10799	2526.361799	974363.6096	0.203481257	-0.08601589	0.014825898	0.10697202	-0.003530626	0.962099041	0.008903528	GA9
BA.1	177	2022-01-16	8	14	97076	2613.675756	18123227.69	0.477622228	-0.387139277	-0.076606448	0.038448257	-0.00788165	0.31430033	-0.507896458	GA3
BA.2	1891	2022-05-29	24	13	44248	753.3057545	2564021.002	0.597409254	0.007629981	-0.061481666	0.029268335	-0.024211093	0.857580647	-0.135754573	GA8
XBB	1064	2022-12-25	13	3	2677	288.7317113	257644.9303	1.496864744	-0.338379165	0.472865672	0.334156641	-0.012579736	0.074918105	-0.043276751	GA0
BA.1	56	2022-01-16	8	66	97024	12321.61428	18113519.75	0.447983237	0.345055559	0.083446704	0.041047523	0.008696176	0.31430033	0.992478612	GA3
XBB	53	2023-01-29	18	56	6690	3919.107066	468193.3262	0.319412886	0.117826433	0.063702935	0.149396308	0.004777729	0.17905872	0.377631591	GA1
XBB	44	2023-04-09	28	4	8884	279.4758489	620715.8604	0.566854613	-0.320383423	0.048737624	0.056847761	0.003784681	0.477071235	-0.50342493	GA4
Alpha	10	2020-12-20	6	3	4696	482.9388412	755960.2661	0.221307204	0.148443274	0.002264312	-0.110746664	-0.000599865	0.028726601	1	GA0
WT	330	2020-06-14	20	9	4532	1835.070674	924060.0326	0.228717779	0.077500121	-0.012715261	0.53566447	-0.000427633	0.065816567	-0.437315718	GA0
Delta	153	2021-07-25	20	1	63743	53.98897397	3441419.168	0.356247688	-0.058777881	0.006027077	-0.781470006	-0.000955862	0.171144366	1	GA1
XBB	809	2023-10-08	54	16	9729	246.8814196	150119.3332	1.146380714	-0.105306951	0.39759224	0.000956287	-0.019624371	0.898051025	-0.483976914	GA8
Alpha	129	2021-04-04	21	93	48681	5841.731114	3057863.574	0.379636703	0.185073506	0.006858162	0.201336723	-0.001192767	0.434398835	-0.393533832	GA4
WT	893	2020-08-30	31	7	6647	1991.952331	1891501.02	0.956597803	0.696520843	-0.049278629	-0.276441476	-0.000949326	0.217482951	-0.908129104	GA2
XBB	702	2023-11-12	59	3	8396	56.88556951	159203.7472	1.440609797	0.469675883	0.65087578	0.069246965	0.096928642	0.935210659	1	GA9
BA.2	1713	2023-01-01	55	4	3399	394.9783439	335632.8478	1.504521038	0.417810594	-0.546077401	0.246976471	0.032647193	0.980964653	-0.349702786	GA9
Alpha	483	2021-02-14	14	5	19619	343.7373974	1348756.8	0.143390146	0.021010472	0.006908887	0.014180025	-0.00041682	0.188130339	-0.47374926	GA1
Alpha	105	2021-06-06	30	1	18843	82.92561119	1562567.292	0.274064726	-0.002839718	0.018318298	0.001315072	-0.003672184	0.926524643	0.179590801	GA9
