VOC	HaploName	Date	DateNum	HaploCount	OtherCount	HaploCases	OtherCases	AntigenicDistanceABS	AntigenicDistance	ChangeACE2binding	ChangeCellEntry	ChangeImmuneEscape	InfectionProportion	DailyRelativeGrowthAdvantages	InfPropGroup
Alpha	243	2021-05-30	29	13	25247	1130.193356	2194922.436	0.312743169	0.040750178	0.015698733	-0.245962677	-0.003436608	0.901282249	-0.48905462	GA9
BA.4/5	9	2022-11-27	33	281	15985	23385.59763	1330315.936	0.696172253	0.315949631	0.010795524	0.006633504	0.066094937	0.914870296	-0.634885745	GA9
XBB	1103	2023-01-22	17	2	5137	180.9258781	464708.1178	1.532946477	-1.419052508	0.097756373	0.105104922	-0.253282503	0.154472655	-0.712708182	GA1
WT	526	2020-07-19	25	4	6891	912.8509861	1572614.036	0.381065917	0.119682502	-0.108152284	-0.056806161	-0.00110295	0.12235626	0.079992516	GA1
WT	600	2020-12-13	46	9	21375	1671.095161	3968851.008	0.530354854	-0.021435594	-0.047297045	0.161115546	-0.008143497	0.611393811	-0.336887399	GA6
BA.4/5	112	2022-08-28	20	6	43980	614.8992134	4507211.235	0.608605451	0.387205535	-0.155340471	0.130572403	0.072791056	0.598076594	0.17686835	GA5
BA.1	167	2022-02-20	13	3	69773	361.6036732	8410057.696	0.42548902	-0.061902615	-0.107207063	0.100700455	-0.010919511	0.865301287	1	GA8
Delta	325	2021-08-08	22	20	89343	889.3058869	3972662.793	0.822419959	-0.808521028	0.003606302	-0.098831919	-0.000675629	0.244038357	-0.346242926	GA2
WT	293	2021-04-11	63	16	16133	1161.449769	1171104.32	1.669045355	-1.042257905	0.092298462	0.247906522	-0.150622577	0.906419989	-0.984428279	GA9
BA.4/5	207	2022-10-23	28	26	24188	2230.283921	2074850.288	0.619933547	0.172269295	0.050119726	0.134795672	0.150694485	0.836044905	0.402301129	GA8
Delta	684	2021-08-15	23	4	86839	195.4451807	4243066.011	0.415716468	0.002557755	0.007451147	-0.059197221	-0.000704017	0.283753123	0.745049606	GA2
WT	155	2021-06-27	74	1	5026	73.31237572	368468.0004	2.707393334	-0.445430033	0.851285613	0.849191788	0.017540707	0.977486644	1	GA9
BA.4/5	482	2022-09-25	24	7	34502	574.3231598	2830756.809	0.265212157	-0.068187824	0.007492248	-0.02564859	-0.030891132	0.733695154	-0.361871445	GA7
XBB	434	2023-04-09	28	8	8880	558.9516978	620436.3845	0.58281568	0.148730884	0.379034185	0.124758842	0.017649218	0.477071235	0.434003243	GA4
WT	1311	2021-04-04	62	10	17346	628.1431305	1089577.074	2.457196256	0.739491171	-0.068458826	-0.280953371	0.227730896	0.896255625	0.097589155	GA8
WT	375	2021-03-28	61	25	16635	1410.214969	938357.0404	1.392893449	-0.791801766	-0.105318727	0.169516153	-0.12816862	0.886802783	-0.864546542	GA8
Alpha	147	2020-12-20	6	3	4696	482.9388412	755960.2661	0.278905876	0.205958056	0.002264312	0.474026399	-0.000599865	0.028726601	0.081327237	GA0
Alpha	437	2021-06-06	30	3	18841	248.7768336	1562401.44	0.626664758	0.350954147	-0.051692815	0.301858749	-0.003389986	0.926524643	0.036731472	GA9
Delta	543	2021-07-18	19	26	45579	1664.993295	2918797.284	0.698832852	-0.215993973	0.005839711	-0.57128386	-0.001050474	0.13893393	0.212271309	GA1
Delta	786	2021-09-05	26	15	94316	672.6877282	4229681.052	0.476873669	0.018894263	0.007254455	-0.070903061	-0.000824436	0.405069965	-0.138252659	GA4
XBB	399	2023-10-29	57	9	8724	139.2247286	134955.1702	1.930589091	-0.281531455	0.209557165	0.046395771	-0.033940274	0.919573091	-0.766597432	GA9
BA.1	667	2022-02-13	12	5	77844	796.2529489	12396702.91	0.455809029	0.353132893	0.056408814	0.284942418	0.006489146	0.804897398	0.030393182	GA8
Delta	967	2021-12-05	39	9	117001	320.7097839	4169262.825	0.637469701	0.062875841	0.005529955	-0.64635845	-0.001651349	0.826093234	-0.591208182	GA8
XBB	2016	2023-03-05	23	2	11121	110.7671515	615920.746	1.506104372	0.134872955	-0.328250433	-0.269237534	0.001656845	0.323932263	0.996720517	GA3
BA.4/5	800	2022-10-30	29	8	23127	611.9248679	1768998.302	0.788411579	-0.174979668	0.012624595	0.252892897	0.08581839	0.854766857	0.044298315	GA8
Delta	169	2021-05-16	10	13	3300	1267.902408	321852.1497	0.533383668	0.153684195	0.004243888	-0.135245334	-0.001104802	0.010597172	0.631576396	GA0
Alpha	307	2021-05-30	29	4	25256	347.7518019	2195704.877	0.28834512	0.016217374	0.015698733	0.044686277	-0.003436613	0.901282249	1	GA9
BA.1	192	2022-03-06	15	32	30797	4325.239656	4162637.678	0.446837074	-0.084254347	-0.119619514	-0.467796538	-0.012390868	0.938459488	-0.204700359	GA9
WT	149	2021-02-07	54	4	20949	351.8601457	1842779.548	0.558008176	-0.325627117	-0.064846084	0.155880141	-0.029109012	0.822823199	-0.539527812	GA8
XBB	269	2023-03-05	23	19	11104	1052.287939	614979.2252	0.426432786	0.199473471	-0.368853307	0.080858372	0.003709317	0.323932263	0.028367224	GA3
Alpha	98	2021-03-07	17	12	31786	671.9539528	1779894.029	0.223349625	0.06127972	0.006106044	0.295923844	-0.000598157	0.265758744	-0.184145131	GA2
Delta	109	2021-11-07	35	97	96641	3266.301269	3254212.587	0.471925409	0.147196171	0.0069068	-0.052914539	-0.001332307	0.680992865	0.749779861	GA6
WT	29	2020-12-13	46	337	21047	62573.22993	3907948.873	0.546249634	0.006851284	-0.047297045	-0.143119339	-0.008143497	0.611393811	0.315896821	GA6
Delta	381	2021-07-25	20	1	63743	53.98897397	3441419.168	0.57898582	0.164085225	0.006027077	0.113944039	-0.000955862	0.171144366	0.669858794	GA1
Delta	682	2021-09-19	28	13	78307	609.6927154	3672554.42	0.620018235	0.35737045	-0.532183063	0.033960122	-0.000716306	0.476441458	-0.382309481	GA4
Alpha	439	2020-12-27	7	2	3251	433.4886213	704635.7539	0.377439752	0.285929813	0.004260682	0.156284007	-0.000411928	0.040115993	-0.357545869	GA0
Delta	532	2021-11-28	38	56	94069	2404.02585	4038291.208	0.537776363	0.16586554	0.005705498	-0.29026248	-0.001163669	0.787068056	-0.147408889	GA7
Alpha	432	2021-01-24	11	1	12199	113.7724383	1387909.975	0.398963816	0.255415483	0.006594262	-0.186637847	-0.000481922	0.116574844	1	GA1
XBB	409	2023-02-12	20	14	9167	809.5909257	530108.5726	1.892213441	-1.757373716	0.03045311	0.03411536	-0.14206925	0.231718438	-0.999606329	GA2
WT	692	2021-03-14	59	1	17025	52.49076174	893655.2185	3.220732609	2.209727779	0.242798323	-0.752827565	0.264337595	0.870879968	1	GA8
XBB	34	2023-07-09	41	2	4332	81.44026115	176399.6057	1.415207654	0.450423067	-0.479511592	0.279047435	0.049825525	0.725016734	1	GA7
WT	614	2020-11-29	44	1	13015	303.1481563	3945473.255	0.72509819	0.244175095	0.827150332	-0.206398843	-3.76E-05	0.541642981	1	GA5
BQ.1	535	2023-01-01	17	26	18027	2567.359236	1780068.652	0.684235017	-0.071635264	0.007119038	0.156274298	0.042713109	0.711648968	-0.88369425	GA7
XBB	39	2022-12-04	10	9	2216	684.2586244	168479.6791	1.173435559	-0.290731537	0.666993258	0.344686475	-0.006659513	0.036487195	0.423822966	GA0
BA.2	95	2022-07-24	32	26	4670	2692.79064	483666.6265	0.942770133	-0.175065288	0.018726952	0.055550826	0.018901621	0.949071615	-0.797042852	GA9
Alpha	330	2021-04-18	23	27	50935	2100.482331	3962521.02	0.382029695	0.165839776	0.011519564	0.122515006	-0.001578405	0.553729668	-0.108572365	GA5
WT	276	2020-07-12	24	7	6211	1620.835873	1438144.515	0.284037979	0.089135426	-0.067052107	-0.101600499	-0.000548492	0.108712681	0.246379493	GA1
Delta	413	2021-10-31	34	83	90307	2846.162302	3096727.458	0.612597745	0.293879346	0.006802633	0.072630998	-0.001490582	0.650504522	0.377518529	GA6
Delta	411	2021-10-24	33	19	83249	684.6509413	2999816.117	0.840988089	-0.00787387	0.006916463	0.286103645	-0.001393345	0.621494092	-0.231658665	GA6
BA.4/5	806	2022-07-10	13	18	58690	1535.422991	5006331.965	0.407108828	0.234592244	0.002411596	0.010632736	-0.004495454	0.17112491	0.3930499	GA1
Delta	944	2021-10-17	32	13	70398	542.8504038	2939660.21	0.667823431	0.171402785	0.008266748	-0.682544138	-0.001177803	0.593410933	-0.879660698	GA5
BA.2	1056	2022-06-19	27	6	25567	395.7384013	1686307.284	1.107883502	-0.193489027	-0.044951824	0.245269211	-0.030534796	0.908641775	0.702604757	GA9
WT	1508	2021-04-11	63	13	16136	943.6779375	1171322.092	2.258433267	-0.323027189	-0.398123955	0.355180598	-0.155642462	0.906419989	-0.41447794	GA9
XBB	394	2023-02-26	22	4	10257	233.1307748	597805.5893	0.486458218	0.284144722	0.021930611	0.101015623	0.003988368	0.291851366	-0.211511812	GA2
BA.4/5	208	2023-01-01	38	14	7915	1382.424204	781563.3981	0.754977444	-0.296975548	0.009919284	0.202260752	0.036302378	0.972636483	-0.955222869	GA9
BQ.1	69	2022-10-23	7	1	3915	85.78015081	335829.2904	0.84802654	-0.478538899	0.005377937	0.172133336	0.064834194	0.054069288	1	GA0
Delta	9	2021-11-21	37	15	101465	560.1419577	3788986.916	0.61845932	0.265794995	0.01655873	0.726686032	-0.000950269	0.749249206	1	GA7
WT	1056	2020-10-25	39	20	13403	4563.222164	3058043.334	0.487397349	0.025230064	-0.049019593	0.276943649	-0.001738398	0.377106709	-1	GA3
Delta	220	2021-11-07	35	34	96704	1144.889105	3256333.999	0.557853189	0.232460306	-0.003096712	0.216038229	0.000474707	0.680992865	1	GA6
XBB	1485	2023-07-30	44	3	5968	206.4003239	410599.0443	1.552605369	0.371482947	-0.60633654	0.126631818	-0.00903362	0.769733077	0.622305475	GA7
Delta	965	2021-11-07	35	12	96726	404.0785075	3257074.81	0.876722036	-0.011921326	0.0069068	0.247701746	-0.001332654	0.680992865	0.190891774	GA6
Alpha	39	2021-05-16	27	84	37666	8192.600174	3673600.93	0.375201506	0.136691521	0.008712848	-0.206398043	-0.002682286	0.817988595	0.568131912	GA8
Delta	733	2021-09-12	27	10	82702	477.8521037	3951932.468	0.54943667	0.09872068	0.00690178	-0.23271224	-0.000813836	0.442062513	0.453135738	GA4
BA.4/5	632	2022-07-24	15	31	62023	3210.634994	6423652.072	0.378008674	0.202597184	0.003095369	0.179716302	-0.006769835	0.301421338	0.387008256	GA3
Delta	321	2021-09-26	29	19	71552	905.069068	3408394.84	0.639925417	-0.355882333	0.009790558	-0.090873172	-0.000862342	0.508350769	-0.417887107	GA5
WT	273	2020-03-29	9	2	11180	58.79734358	328677.1506	0.224930128	0.165522474	0.132627433	-0.403658983	4.77E-06	0.00560065	0.689568776	G0
WT	1148	2020-10-04	36	2	9156	480.3791749	2199175.862	0.368968223	0.000271231	-0.036582223	-0.422141579	-0.001033367	0.306834659	0.787630862	GA3
BA.4/5	82	2022-10-02	25	139	30264	12286.84552	2675173.329	0.483535185	0.132566043	0.129189681	-0.022804864	0.070794271	0.762127686	-0.199507035	GA7
BQ.1	812	2023-01-29	21	8	7555	559.8724379	528729.5336	0.552803755	0.264800416	0.008648684	-0.200981154	0.030043197	0.914554463	-0.540601668	GA9
BQ.1	368	2023-01-15	19	11	11224	1074.541429	1096423	0.585799737	-0.205350001	0.00681887	-0.043717309	-0.113132458	0.845208889	-0.899800479	GA8
XBB	412	2023-06-04	36	5	6001	228.3315795	274043.5617	0.932997911	0.158162243	0.401420317	0.092536833	0.020707057	0.67707008	-0.101500264	GA6
WT	1155	2020-10-18	38	15	11754	3414.066554	2675262.551	0.293250423	-0.141900268	-0.045959725	0.100817987	-0.001664201	0.350551768	-0.723643078	GA3
WT	110	2021-04-25	65	2	12503	176.9254611	1106049.52	2.797726584	1.465098685	0.143923779	-0.174511744	0.154771738	0.925778448	0.830200879	GA9
Alpha	95	2021-03-14	18	9	39885	472.4168556	2093594.032	0.345454141	0.178000901	0.007604151	0.33411266	-0.000981886	0.299585413	-0.136234108	GA2
XBB	1152	2023-10-01	53	2	10207	29.30235463	149544.5669	1.63017566	0.631292559	0.544210291	0.138319302	0.128941888	0.890220446	1	GA8
Alpha	188	2021-03-21	19	2	45615	108.3078116	2470230.414	0.158355295	-0.014451122	0.007320078	-0.299434252	-0.001408019	0.339490225	-0.431993075	GA3
XBB	66	2023-04-16	29	51	9372	3336.320148	613097.8906	0.482862235	0.008856828	0.038018678	-0.028135484	0.001830309	0.509173104	0.212387897	GA5
Delta	106	2021-12-05	39	10	117000	356.3442043	4169227.19	0.615234478	0.015769912	0.005529955	-0.179423602	-0.001651348	0.826093234	1	GA8
BA.4/5	117	2022-09-11	22	3	35318	279.5809888	3291413.788	0.657486073	0.463170921	0.005545143	0.339423147	0.126055566	0.673045371	1	GA6
Delta	823	2021-08-29	25	107	95184	4975.988514	4426490.567	0.426446885	0.189224974	0.007443305	-0.048747593	-0.00066294	0.365476009	-0.787337329	GA3
Alpha	44	2021-04-04	21	80	48694	5025.145044	3058680.16	0.450658285	0.260542142	0.006858162	0.113348299	-0.001192771	0.434398835	0.451781115	GA4
Alpha	213	2021-01-17	10	1	10697	122.4241373	1309570.997	0.481309734	-0.4804054	0.004285848	0.376210459	-0.000718567	0.094153292	1	GA0
BA.1	9	2022-01-09	7	675	77212	113548.9372	12988652.65	0.523375148	-0.090048632	0.086139558	0.035205067	-0.000897731	0.184119982	0.632540475	GA1
Alpha	489	2021-02-07	13	8	15482	703.7202915	1361874.694	0.230809551	0.110691903	0.009328599	-0.350571828	-0.000626958	0.166337537	0.913044801	GA1
BA.1	143	2022-02-20	13	58	69718	6991.004348	8403428.295	0.685382367	0.079287141	0.212963091	0.220153585	-0.000937015	0.865301287	0.666900888	GA8
BQ.1	50	2022-12-25	16	11	19778	1058.682941	1903511.928	0.489674379	0.289690968	0.006118551	0.024178883	0.04280255	0.617224348	1	GA6
BA.4/5	341	2022-11-06	30	20	20813	1460.322124	1519684.219	0.439266921	-0.093081068	0.012583881	-0.369479333	-0.067795515	0.870860115	-0.569407612	GA8
BA.4/5	264	2022-10-16	27	7	27273	605.1692051	2357825.676	0.470802446	0.045191338	0.011559384	-5.022922334	-0.048784618	0.814070009	-0.690772743	GA8
BQ.1	83	2022-10-30	8	1	5300	76.49060848	405400.225	0.331885314	0.206817106	0.005698925	0.374897133	0.068073419	0.075547024	1	GA0
Delta	781	2021-11-28	38	29	94096	1244.941958	4039450.292	0.542921555	-0.064031823	0.005705498	-0.026135651	-0.001163763	0.787068056	0.395117983	GA7
BA.4/5	279	2022-08-07	17	16	49864	2001.196325	6236728.348	0.697522026	-0.075439064	0.00283741	-0.211895439	-0.009982559	0.437230536	-0.653729575	GA4
XBB	416	2023-11-05	58	8	8414	133.9528036	140884.8612	1.681613384	-0.085872462	-1.061243084	0.120912961	0.007811188	0.926916888	0.764342167	GA9
XBB	12	2023-08-27	48	408	9772	12956.70231	310325.7229	0.903602228	-0.216087854	0.335070545	-0.015102364	0.005832752	0.838245126	-0.549317169	GA8
WT	6	2020-05-31	18	7	2904	1819.724264	754925.6091	0.346979873	0.197553869	0.626045519	0.181971151	0.000572482	0.050634073	1	GA0
BA.1	143	2022-02-06	11	43	87497	7979.513444	16236825.3	0.718277302	0.114929402	0.22471024	0.224219324	0.000785612	0.715858179	1	GA7
Delta	381	2021-08-08	22	5	89358	222.3264717	3973329.772	0.580444085	0.164127301	0.003606302	0.113979985	-0.00067573	0.244038357	0.307260923	GA2
WT	914	2021-03-21	60	2	16555	108.3078116	896517.9108	2.025984058	0.428167168	-0.007035785	-0.046837922	-0.001433045	0.878654344	-0.184043035	GA8
Delta	13	2021-04-04	4	9	192	565.3288175	12060.34811	0.640173161	0.049506663	0.003532338	0.04227898	-0.002184694	0.000932821	-0.814147021	G0
BQ.1	290	2023-01-22	20	4	8617	361.8517561	779519.1456	0.427012241	0.155156507	0.006283494	0.2182685	0.03286399	0.886518481	1	GA8
WT	149	2020-12-27	48	4	16586	866.9772426	3594921.136	0.412273855	-0.180018774	-0.055629898	0.112552056	-0.009315504	0.673723403	-0.394554161	GA6
Alpha	250	2021-05-23	28	54	32034	4981.816913	2955324.5	0.275204835	0.022115204	0.011903204	-0.23486062	-0.003542007	0.865808138	-0.68046582	GA8
XBB	429	2023-02-26	22	22	10239	1282.219262	596756.5009	0.429146866	0.227563201	0.021930611	-0.05220083	0.004001037	0.291851366	-0.392389533	GA2
Alpha	415	2021-03-21	19	15	45602	812.3085873	2469526.413	0.391489093	0.218968293	0.007320078	0.062190682	-0.001408015	0.339490225	-0.155043949	GA3
Alpha	461	2021-02-21	15	2	24445	119.6522812	1462450.007	0.335712871	0.203575233	0.006814333	0.035134684	-0.000435263	0.211756075	0.199843334	GA2
XBB	1070	2023-09-03	49	4	10366	119.1093363	308671.845	1.90200803	0.077379873	-0.282815118	-0.27223908	-0.016595682	0.854325945	-0.756846598	GA8
XBB	351	2023-09-24	52	2	11583	23.98845214	138929.1206	1.356406448	0.367388393	-0.501994205	0.028405618	0.02521246	0.882431131	0.908393876	GA8
BA.4/5	468	2022-07-03	12	7	50070	554.747368	3968028.674	0.951307365	0.799373006	0.001482118	-0.05849612	0.144226045	0.118143158	0.216737516	GA1
BA.4/5	39	2022-08-14	18	177	43963	22864.70881	5679102.788	0.26578727	0.05557944	0.00509266	0.08126761	-0.011776285	0.497555662	-0.23317077	GA4
BA.4/5	866	2022-05-08	4	1	980	73.71786195	72243.50471	0.505019193	0.330265222	0.00440367	-0.555702922	-0.001600127	0.002323416	-0.493973991	G0
XBB	2013	2023-03-12	24	4	10363	225.6643089	584639.8082	0.449189316	0.199905536	0.022701842	-0.080869814	0.002833003	0.354390136	-0.196651883	GA3
WT	363	2020-04-12	11	3	8508	175.3125879	497186.4993	0.211869366	0.125517572	-0.007948537	-0.051876944	-3.34E-05	0.013775544	0.970026287	GA0
BA.4/5	586	2022-06-19	10	1	27855	65.95640022	1837215.528	0.491744104	0.285080554	0.001139072	-0.228831493	-0.002801605	0.046113995	1	GA0
Delta	376	2021-07-18	19	28	45577	1793.069702	2918669.208	0.52669162	0.302742436	0.005839711	0.236514042	-0.00105047	0.13893393	-0.002789867	GA1
WT	31	2020-11-01	40	23	12762	6241.558708	3463250.966	0.32148647	-0.12748602	-0.064585843	-0.097859264	-0.002633963	0.407189635	-0.68007514	GA4
Delta	127	2021-06-20	15	5	12685	451.1360356	1144532.122	0.728452986	-0.280726562	0.006022065	-0.209955745	-0.00182216	0.052798323	-0.567596052	GA0
WT	1048	2020-10-04	36	8	9150	1921.516699	2197734.725	0.387208106	0.018667853	-0.036582223	-0.185151844	-0.001033367	0.306834659	0.08193687	GA3
WT	374	2020-08-16	29	2	6887	535.2659621	1843188.34	0.464001043	0.193957475	-0.063046886	-0.059752098	-0.000747678	0.184942032	0.525910904	GA1
BA.2	500	2022-02-27	11	78	44636	9402.928317	5380886.005	0.200706958	0.138259956	0.002099119	-0.335202126	0.000686167	0.205908865	-0.466115719	GA2
XBB	90	2023-10-08	54	33	9712	509.1929279	149857.0217	1.146190804	-0.505920069	0.39773844	0.028485929	-0.019609594	0.898051025	-0.206854217	GA8
BQ.1	617	2022-10-30	8	2	5299	152.981217	405323.7344	0.482275961	0.35749765	0.005698925	-1.514462116	0.068086582	0.075547024	0.367190002	GA0
WT	399	2020-12-27	48	9	16581	1950.698796	3593837.415	0.528890141	-0.062446687	-0.055629898	0.18039886	-0.009315504	0.673723403	-0.010545795	GA6
Delta	790	2021-10-10	31	28	76689	1085.57144	2973263.864	0.476844546	0.169865589	0.008761031	-0.234608802	-0.001080461	0.565892129	0.016568841	GA5
WT	1160	2020-10-04	36	3	9155	720.5687623	2198935.673	0.628392077	0.261634698	-0.036582223	0.140089674	-0.001033367	0.306834659	0.071479841	GA3
BA.4/5	286	2022-07-17	14	2	64945	181.3427778	5888653.353	0.681040374	0.524445266	0.003178746	0.431564758	0.142548256	0.233427036	1	GA2
WT	1186	2021-02-28	57	11	19198	607.4010591	1060080.503	0.887798248	-0.320318961	0.285684813	0.235801368	-0.014804676	0.854434157	-0.55815556	GA8
BA.1	707	2021-12-26	5	11	33003	1158.544592	3475949.741	4.08792626	-4.071734598	-0.058788696	0.024182925	-0.052425783	0.033567238	-0.973547264	GA0
XBB	1075	2022-12-25	13	1	2679	96.24390375	257837.4182	0.641535608	0.116967724	-0.26723585	-0.047013699	-0.002379961	0.074918105	-0.666872914	GA0
BA.2	169	2022-11-27	50	5	2342	416.1138368	194907.7211	1.632197858	-0.351935007	0.389085989	-0.392898113	0.091530576	0.968070179	-0.578862181	GA9
Delta	716	2021-06-27	16	3	22212	219.9371272	1628414.489	0.491453061	0.003923556	-0.25370695	-0.015832281	-0.00117293	0.068041512	-0.009232028	GA0
Alpha	321	2021-01-03	8	5	5775	841.6707584	972129.726	0.153945442	0.058612451	0.005858131	-0.405095775	-0.000449086	0.055832964	-0.445150779	GA0
Delta	784	2021-11-14	36	11	106333	362.3630212	3502831.558	0.724315442	-0.22735362	0.006653502	0.126733783	-0.001450781	0.713780976	-0.424313494	GA7
Alpha	104	2021-05-02	25	93	48360	8319.181501	4325974.381	0.305450324	0.083794668	0.008913793	0.282759935	-0.001975114	0.693154342	0.333009804	GA6
WT	616	2020-03-29	9	2	11180	58.79734358	328677.1506	0.339685121	0.280262775	0.002604185	0.1197346	-0.000111335	0.00560065	1	G0
XBB	89	2023-09-24	52	8	11577	95.95380857	138857.1552	2.538717869	0.247157199	0.31815724	-0.197755471	0.025618224	0.882431131	1	GA8
BA.1	299	2022-02-13	12	1	77848	159.2505898	12397339.91	1.508372788	0.908138784	-1.35361196	-1.002287138	0.004653473	0.804897398	0.662609245	GA8
BA.2	326	2022-06-12	26	7	35568	392.4120879	1993901.877	0.757272993	0.571677435	0.284509884	0.284200005	0.129704781	0.894051131	1	GA8
Delta	224	2021-11-21	37	7	101473	261.3995803	3789285.658	0.503491756	-0.074770432	0.006557253	-0.628350371	-0.001551266	0.749249206	-0.709784008	GA7
XBB	203	2023-04-09	28	21	8867	1467.248207	619528.088	1.547565675	0.1604185	-0.703019898	-0.421551453	-0.012511096	0.477071235	-0.622024832	GA4
XBB	703	2023-10-29	57	1	8732	15.46941429	135078.9255	1.545800824	0.555762613	0.629706835	0.033897712	0.109256267	0.919573091	1	GA9
XBB	1597	2023-09-03	49	2	10368	59.55466815	308731.3997	1.464525238	-0.295570593	0.067245819	0.050732545	0.003427247	0.854325945	0.100914723	GA8
Delta	827	2021-10-24	33	1	83267	36.03426007	3000464.733	0.660319721	0.138379744	0.006916463	-0.260354683	-0.001393365	0.621494092	1	GA6
WT	664	2021-07-04	75	9	5095	608.9846291	344752.965	3.728779401	-0.852698619	-0.036744002	1.053340688	-0.165967251	0.980481174	-0.596529901	GA9
XBB	159	2023-08-13	46	6	7522	290.324657	363970.345	1.071347872	-0.219694542	0.008076514	-0.073524177	-0.009785955	0.808094286	-0.666986806	GA8
BA.4/5	822	2022-07-24	15	5	62049	517.8443539	6426344.862	0.326005084	0.15036093	0.003095369	-0.045652836	-0.006769835	0.301421338	-0.054453603	GA3
